:Arabidopsis_lyrata_negative
:centroid_mass	total_ion_count
176.4280	6.410e1
176.5152	8.120e1
176.5899	8.176e1
176.6397	2.855e1
176.6771	4.810e1
176.7519	8.231e1
176.8080	2.410e1
176.8391	3.521e1
176.8703	2.965e1
176.9701	4.847e2
177.0324	1.467e3
177.1385	1.465e1
177.1759	3.208e1
177.2445	2.653e1
177.2757	1.598e1
177.3506	3.918e1
177.4193	2.207e1
177.4942	2.119e1
177.5442	6.216e1
177.6192	1.454e1
177.6754	3.340e1
177.7129	8.199e0
177.7566	1.075e1
177.8129	3.572e1
177.8816	5.192e0
177.9129	8.534e0
177.9942	7.965e2
178.1631	1.374e1
178.2006	1.529e1
178.2820	1.946e1
178.4322	1.093e1
178.5199	2.584e1
178.6201	1.686e1
178.6765	7.958e0
178.7078	1.151e1
178.7642	9.648e0
179.0589	2.022e3
179.1530	1.447e1
179.5611	5.841e0
179.7181	6.687e0
179.8941	9.648e0
179.9255	8.700e0
179.9633	3.848e1
180.0073	7.081e1
180.0639	1.954e2
180.3722	1.108e1
180.9203	7.432e2
181.0213	9.624e1
181.0528	1.005e2
181.5451	1.987e1
181.6209	8.554e0
181.6651	3.023e0
181.9242	1.035e3
182.0191	3.181e1
182.0507	3.752e1
182.9309	6.723e2
182.9752	6.042e2
183.9276	2.482e2
183.9975	1.980e2
184.9270	2.629e2
184.9780	2.369e2
185.9291	2.123e1
185.9739	1.576e1
186.0314	5.007e1
186.1145	2.461e2
186.9211	1.570e1
187.0558	5.282e1
187.0878	8.950e1
187.9480	1.301e2
188.0058	4.576e1
188.0636	1.056e2
188.1151	8.092e0
188.9582	1.398e2
189.0033	4.908e2
189.0871	4.102e1
189.3515	3.193e1
189.3966	3.866e1
189.4547	7.715e1
189.5515	7.382e1
189.6096	3.880e1
189.6612	8.787e1
189.7064	4.602e1
189.7516	3.130e1
189.7903	9.112e1
189.8420	5.401e1
189.9454	1.361e2
189.9906	2.358e2
190.0488	9.073e1
190.0940	3.004e1
190.1392	2.779e1
190.1780	4.098e1
190.2362	5.625e1
190.2685	4.003e1
190.3655	4.891e1
190.4561	1.477e2
190.5208	7.020e1
190.5725	1.259e2
190.6372	4.881e1
190.6955	1.563e2
190.7538	1.190e2
190.8250	8.360e1
190.8574	4.925e1
191.0193	2.818e4
191.1424	2.111e1
191.2267	5.851e1
191.2850	2.258e1
191.3174	3.288e1
191.3628	4.823e1
191.4017	1.944e1
191.4666	3.437e1
191.5184	3.973e1
191.5509	3.988e1
191.5833	3.988e1
191.6417	5.084e1
191.6742	4.799e1
191.7391	7.741e1
191.7845	7.025e1
191.8364	6.395e1
191.8819	4.491e1
191.9468	5.918e2
192.0248	2.190e3
192.1677	2.168e1
192.2002	3.113e1
192.2522	2.342e1
192.3107	5.143e1
192.3757	4.850e1
192.4342	3.238e1
192.4797	3.013e1
192.5448	2.424e1
192.5838	4.439e1
192.6749	3.053e1
192.7074	4.753e1
192.7660	2.001e1
192.7985	2.516e1
192.8506	3.204e1
192.9613	3.983e3
193.0329	9.013e2
193.1762	1.422e1
193.2088	1.163e1
193.2544	9.075e0
193.2935	8.852e0
193.3326	5.962e0
193.4108	1.389e1
193.4434	1.111e1
193.4825	1.152e1
193.5217	1.289e1
193.6978	2.095e1
193.7304	1.669e1
193.7760	7.105e0
193.8413	1.366e1
193.8739	1.033e1
193.9588	6.045e2
194.0437	1.286e2
194.2004	7.470e0
194.2723	9.054e0
194.3180	4.915e0
194.5795	6.602e0
194.6383	1.305e1
194.9524	7.286e2
195.0506	7.072e2
195.8960	5.109e1
196.0141	3.523e2
196.9076	3.599e0
196.9734	3.942e1
197.0129	4.491e1
197.0458	8.837e1
197.1247	7.330e0
197.9153	1.127e3
198.0142	6.410e1
198.0802	8.421e0
198.4366	4.920e0
198.9586	5.884e2
199.0974	3.119e2
199.9715	1.091e3
200.0842	4.467e1
200.9006	5.580e1
200.9936	9.431e2
201.9850	4.977e2
203.0122	3.100e2
203.0590	1.249e2
203.9818	1.746e2
204.9940	1.781e2
205.0342	4.368e2
205.9750	5.991e1
206.0827	7.590e2
206.9516	1.297e2
207.0123	4.590e1
207.0461	1.177e2
207.0865	1.307e2
207.9779	3.682e1
208.0590	4.113e2
208.1537	2.915e1
208.1943	3.773e1
208.2484	4.395e1
208.3025	2.497e1
208.3499	4.579e1
208.4108	5.217e1
208.4446	5.446e1
208.4920	2.670e1
208.5529	8.420e1
208.6341	7.085e1
208.6951	4.901e1
208.7696	7.951e1
208.8170	4.496e1
208.9389	1.447e3
209.0067	1.218e2
209.0677	1.052e3
209.1965	3.025e1
209.2439	3.696e1
209.2982	1.090e2
209.3660	5.284e1
209.3999	5.129e1
209.4406	4.636e1
209.4813	9.674e1
209.5424	6.440e1
209.5831	5.858e1
209.6170	9.618e1
209.7053	1.311e2
209.7664	6.699e1
209.8207	6.543e1
209.9497	2.519e4
210.0788	1.438e2
210.1399	2.813e1
210.2011	7.118e1
210.2623	5.354e1
210.3234	5.836e1
210.3914	5.169e1
210.4254	2.620e1
210.4798	5.013e1
210.5410	5.835e1
210.5818	7.187e1
210.6295	8.613e1
210.6771	7.012e1
210.7383	9.635e1
210.8268	7.005e1
210.9493	3.935e3
211.0242	1.504e3
211.1604	4.015e1
211.1945	4.878e1
211.2899	4.960e1
211.3785	2.733e1
211.4398	2.563e1
211.4807	3.463e1
211.5898	4.400e1
211.6580	2.588e1
211.7057	2.136e1
211.7671	1.744e1
211.8285	2.644e1
211.9445	4.166e3
212.1288	2.543e1
212.1629	1.080e1
212.3951	6.871e0
212.5113	8.495e0
212.5591	1.228e1
212.5933	8.430e0
212.6480	1.549e1
212.7300	1.238e1
212.7710	1.104e1
212.8736	5.863e0
212.9967	5.879e2
213.1130	4.855e1
213.7294	5.660e0
213.9487	7.765e1
214.0241	2.536e2
214.1064	1.365e1
214.1682	2.974e1
214.8959	3.545e1
214.9303	8.453e0
215.0334	3.673e2
215.1090	6.230e1
215.1709	4.622e0
215.9554	1.193e3
216.1001	3.564e1
216.1484	7.304e0
216.2035	3.933e0
216.2518	1.122e1
216.5000	7.611e0
216.5965	8.649e0
216.7345	1.323e1
216.8588	4.993e0
216.9071	5.443e1
216.9900	1.531e3
217.1281	2.550e1
217.2593	4.057e0
217.3077	7.621e0
217.3423	1.376e1
217.3906	4.064e0
217.4459	6.825e0
217.6603	3.070e1
217.7294	5.122e0
217.7640	1.433e1
217.8124	9.885e0
217.8816	1.506e1
217.9785	4.342e3
218.0962	1.021e2
218.3662	2.560e0
218.4008	2.142e0
218.5879	1.072e1
218.6503	1.200e1
218.8583	1.262e1
218.9068	4.062e1
218.9901	1.278e3
219.0872	3.735e1
219.7329	5.574e0
219.9067	2.271e1
219.9832	7.973e2
220.8809	7.436e0
220.9645	1.452e2
221.0830	3.117e2
221.1387	5.301e1
221.1876	5.694e1
221.2503	4.447e1
221.2852	5.186e1
221.4177	1.053e2
221.4665	4.544e1
221.5293	8.584e1
221.5712	6.178e1
221.6060	5.678e1
221.6479	4.210e1
221.6968	6.570e1
221.7526	7.609e1
221.8224	3.334e1
221.8643	2.732e1
221.8992	3.008e1
221.9830	3.387e2
222.0389	2.023e2
222.0808	1.424e2
222.1856	6.414e1
222.2415	9.349e1
222.3184	8.550e1
222.3743	1.045e2
222.4582	8.380e1
222.5141	1.050e2
222.5561	1.673e2
222.6470	1.060e2
222.7799	2.718e2
222.8429	9.023e1
222.9198	1.027e2
223.0599	3.390e4
223.2139	5.212e1
223.2559	3.375e1
223.3049	8.194e1
223.3960	5.958e1
223.4311	3.431e1
223.4871	3.688e1
223.5221	2.930e1
223.5782	5.824e1
223.6133	3.452e1
223.7184	1.104e2
223.8446	1.545e2
223.9148	5.899e1
223.9849	1.516e2
224.0691	4.342e3
224.2165	4.665e1
224.2656	5.117e1
224.3779	3.777e1
224.4131	2.999e1
224.4692	1.428e1
224.5114	2.598e1
224.5605	3.643e1
224.5957	1.550e1
224.6378	3.031e1
224.6800	3.066e1
224.7713	2.444e1
224.8205	2.643e1
224.8838	3.044e1
224.9330	2.261e1
224.9822	9.454e1
225.0666	8.841e2
225.2284	1.207e1
225.4747	2.084e1
225.5098	5.045e0
225.5591	1.711e1
225.6436	1.887e1
225.6859	1.912e0
225.7281	1.549e1
225.8408	2.343e1
225.9253	2.673e3
226.0381	3.082e1
226.0804	6.664e1
226.1509	1.629e1
226.5387	4.732e0
226.7081	8.616e0
226.8140	8.536e0
226.9199	2.454e2
226.9905	2.742e2
227.1106	2.384e1
227.1671	1.468e0
227.2095	1.382e1
227.2519	6.405e0
227.9379	2.434e2
228.0298	9.174e1
228.1360	1.131e0
228.1856	4.466e0
228.9864	7.698e2
229.1141	9.303e1
229.9379	8.201e1
230.0232	5.346e2
230.8985	7.656e0
231.0125	1.487e3
231.8968	9.836e0
232.0038	5.339e2
232.0967	2.062e1
232.3252	6.079e0
232.9043	2.312e2
232.9830	7.678e2
233.0832	2.496e1
233.1405	6.623e1
233.8711	8.959e0
233.9643	3.130e3
234.1221	4.853e0
234.1723	1.197e1
234.4880	3.522e0
234.9620	4.884e2
235.0698	5.037e1
235.1057	2.862e1
235.1416	2.822e1
235.3933	4.162e0
235.8754	2.509e1
236.0050	2.114e3
236.1706	1.334e1
236.2066	3.176e0
236.8699	5.976e1
236.9998	3.069e2
237.0575	2.589e2
237.7726	4.106e0
237.8304	9.447e0
237.8665	7.815e0
238.0184	2.817e3
238.8725	5.023e1
238.9595	3.199e1
239.0609	9.416e2
239.9604	6.590e1
240.0549	2.357e2
240.8690	5.308e0
240.9126	6.099e0
241.0582	4.367e2
242.0562	1.285e3
242.1656	5.862e0
242.9322	3.311e1
242.9979	1.349e2
243.0418	2.301e2
243.9122	5.952e1
244.0367	1.411e2
244.1026	1.428e1
244.9308	4.238e2
245.0409	2.408e3
245.9884	1.170e3
246.9156	7.197e1
246.9892	8.090e2
247.9774	3.503e2
248.9083	1.278e2
248.9527	3.953e1
248.9897	1.408e2
249.0636	5.372e1
249.1228	3.480e1
249.9077	1.856e1
250.0040	8.892e1
250.0707	5.152e1
250.1375	4.192e1
250.9239	2.874e2
251.0650	6.355e1
251.9943	5.814e2
252.1134	1.171e1
252.9626	5.577e2
253.9028	2.300e1
254.0148	1.560e3
254.8822	4.150e1
255.0020	3.016e2
255.0768	6.980e1
255.8635	2.303e1
255.9235	3.917e1
255.9610	4.155e1
255.9985	2.092e1
256.0360	7.809e1
256.8542	1.600e1
256.9294	2.511e1
256.9819	2.944e1
257.0495	4.502e1
257.1097	1.119e1
257.8919	2.753e0
257.9823	2.863e2
259.0223	7.981e2
259.1280	7.898e0
259.9964	3.773e2
260.8967	1.478e2
260.9421	4.800e1
261.0102	2.385e2
262.0185	7.256e2
262.9677	2.377e3
263.1274	4.367e1
263.3631	4.937e0
263.9035	2.526e2
263.9721	6.816e2
264.1092	1.024e1
264.8868	3.097e1
264.9783	6.365e2
265.1462	1.724e3
265.8948	3.768e2
266.0018	5.075e2
266.1547	2.179e2
266.2235	5.670e0
266.9430	1.378e2
266.9812	1.178e2
267.0808	5.436e2
267.1421	1.145e2
267.8858	5.927e1
268.0315	9.729e2
268.9456	3.639e2
269.0224	5.642e1
269.0840	2.042e2
269.9227	3.216e1
270.0229	1.839e2
270.0999	1.164e1
270.9943	5.402e2
271.9210	2.961e2
272.0757	5.174e2
272.8881	1.253e1
272.9346	4.119e1
272.9888	8.603e1
273.0895	1.056e2
273.9422	1.710e2
274.0509	4.092e1
274.1129	2.601e1
274.9828	3.166e2
275.1383	2.044e1
275.9865	9.175e2
276.9997	2.762e2
277.1557	1.598e2
278.0070	2.663e2
278.1165	2.430e1
278.9456	4.321e2
279.0475	1.068e2
279.1336	3.745e1
279.9173	4.529e1
279.9644	9.855e1
280.0114	5.748e1
280.0663	4.717e1
280.9849	3.960e2
281.0556	3.565e1
281.1028	5.290e1
281.8656	6.512e1
281.9679	2.481e2
282.0781	9.350e0
282.1254	9.794e0
282.8817	3.139e2
282.9921	7.391e1
283.0946	1.692e2
283.8838	3.423e1
283.9391	1.026e2
284.0260	1.190e2
284.8719	6.092e1
284.9590	1.462e2
285.0381	1.367e2
285.8696	1.283e1
285.9727	1.180e2
286.0757	4.734e2
286.9962	2.166e2
287.0359	8.914e1
288.0692	2.944e2
288.9370	7.394e1
289.0168	3.576e2
289.9658	1.777e2
290.0376	6.562e1
290.9084	2.816e2
290.9724	8.058e1
291.0284	7.059e1
291.1323	4.525e1
291.1723	4.970e1
291.9647	7.449e2
292.0769	3.646e1
292.1329	1.858e1
292.8384	8.447e0
292.9026	6.111e1
293.0149	8.584e2
293.1834	4.496e2
293.8740	7.242e0
293.9142	2.737e1
294.0026	2.589e2
294.1714	3.730e1
294.9115	2.176e1
295.0404	3.315e2
295.9025	5.706e1
295.9670	1.401e2
296.9597	3.907e2
297.0567	8.507e1
297.0970	9.571e1
297.1617	1.474e1
297.9541	1.476e2
298.0512	9.190e1
298.1241	2.437e1
298.8610	1.718e2
298.9826	1.365e2
299.1041	4.811e2
299.9966	1.436e2
300.0615	2.055e2
300.8740	3.946e1
300.9309	8.785e1
301.0529	2.280e2
301.8342	1.721e0
301.9401	1.768e2
302.0541	2.412e2
302.9509	2.005e2
303.0162	9.704e1
303.1713	4.775e0
303.8409	2.981e0
303.9471	2.649e2
304.9858	4.156e2
305.1004	2.611e1
305.1496	4.830e1
305.9115	6.204e1
305.9526	4.965e1
306.0755	1.695e3
306.9372	3.880e2
307.0686	2.999e2
307.8988	3.565e1
307.9564	8.227e1
308.0633	1.192e2
308.7960	6.422e0
308.8372	1.009e0
309.0019	4.036e2
309.0514	5.849e2
309.9172	1.911e1
309.9750	6.275e1
310.0245	1.198e2
310.1153	1.450e1
310.9578	3.095e2
311.1067	1.203e2
311.1480	8.132e1
311.9505	1.063e2
312.9282	2.800e2
313.0692	4.315e2
313.9406	8.178e2
314.0901	1.654e2
314.9380	2.422e2
315.0629	3.615e2
315.9704	3.441e2
316.0704	8.372e1
316.9043	8.401e1
316.9961	7.813e1
317.0378	7.909e1
317.0879	2.202e1
317.1714	5.851e0
317.9315	2.951e2
318.0986	2.810e0
318.9268	4.627e2
319.0273	6.782e1
319.0943	1.057e2
319.1696	1.737e1
319.8232	2.532e1
319.9153	1.438e2
319.9657	9.426e1
320.0663	3.247e1
320.8635	2.914e1
320.9307	1.179e2
320.9810	7.024e1
321.0566	1.592e2
321.1490	1.259e2
321.9728	6.572e1
322.0148	2.677e1
322.0821	5.908e1
322.9239	7.181e1
322.9828	7.123e1
323.0418	4.488e1
323.1008	5.504e1
323.1429	1.332e2
323.9271	3.327e1
324.0114	3.932e2
324.9233	4.794e1
325.0331	1.404e2
325.0754	1.163e2
325.1768	1.942e1
325.9718	1.431e2
326.0903	2.552e1
326.1580	1.146e1
326.9712	4.581e2
327.0730	7.207e1
327.9637	2.187e2
328.0995	2.172e1
328.8896	6.998e1
328.9916	1.731e2
329.0766	3.375e2
329.9275	8.498e2
330.0893	4.551e1
330.8135	5.584e0
330.9244	2.607e2
331.0268	7.051e1
331.0779	2.519e1
331.1376	2.817e1
331.9570	4.454e2
332.9227	1.094e2
333.0510	1.141e3
333.1879	1.339e2
333.9156	1.153e2
333.9584	9.897e1
334.0612	1.390e2
334.1297	2.261e1
334.1983	2.339e1
334.9013	4.993e2
335.0385	5.604e1
335.0986	1.142e2
335.1415	1.371e2
335.9057	1.710e2
335.9916	2.626e1
336.0432	1.509e1
336.0947	2.124e1
336.1462	1.274e1
336.2064	2.258e1
336.4729	3.543e0
336.5417	7.275e0
336.6019	1.067e1
336.7825	3.693e1
336.8341	7.611e1
336.8857	5.276e1
336.9288	1.129e2
336.9890	2.694e1
337.0320	4.558e1
337.0837	1.479e2
337.1697	1.922e1
337.2386	1.107e1
337.8069	2.288e1
337.9276	1.796e2
338.0138	3.135e1
338.0655	4.472e1
338.1085	3.390e1
338.1516	4.427e1
338.2120	2.405e1
338.2982	2.002e1
338.3413	2.045e0
338.3844	8.402e0
338.4534	2.428e1
338.5310	6.159e0
338.5914	1.331e1
338.6777	3.124e1
338.7380	8.042e0
338.7898	4.523e1
338.8588	5.160e1
339.0659	7.129e3
339.2386	1.230e1
339.2904	1.337e1
339.3854	3.222e1
339.5840	2.037e1
339.6359	1.259e0
339.6790	5.850e0
339.7395	8.714e0
339.8778	9.019e1
340.0679	1.469e3
340.1975	2.570e1
340.2495	1.091e1
340.3618	7.103e0
340.4051	9.694e0
340.4570	9.138e0
340.5089	2.624e1
340.5867	1.310e1
340.8290	5.873e1
340.8723	5.543e1
340.9761	8.198e1
341.1060	7.002e3
341.2791	1.143e1
341.7903	3.134e0
341.8682	1.382e1
341.9289	4.274e1
341.9722	6.708e1
342.1109	1.105e3
342.4405	4.299e0
342.9525	2.182e2
343.1174	1.915e2
343.1695	4.227e1
344.0123	3.762e2
344.8909	1.937e1
344.9867	1.413e2
345.1260	4.139e2
345.8404	1.535e1
345.9189	2.152e1
346.0148	2.200e2
346.0758	1.203e2
346.8960	2.456e1
347.0095	2.860e2
347.1142	6.223e1
347.8133	2.065e1
347.8657	4.506e1
347.9444	1.232e2
347.9969	1.188e2
348.1018	1.835e1
348.1805	3.703e0
348.9244	3.734e2
349.0119	5.700e1
349.0907	9.066e0
349.1783	1.127e2
349.8531	1.741e1
349.9232	1.336e2
350.1600	1.104e1
350.9235	9.158e1
350.9674	9.023e1
351.0640	4.101e1
351.1519	1.842e1
351.9340	1.062e2
352.0308	4.164e1
352.1187	1.895e1
352.9284	1.456e2
353.0253	5.775e1
353.1662	3.430e1
353.9153	2.396e2
354.0564	3.448e1
354.8418	2.534e1
354.9125	8.815e1
354.9655	8.192e1
355.0803	1.266e2
355.7961	2.505e0
355.8492	2.260e1
355.9287	7.992e1
355.9729	4.847e1
356.0702	8.870e0
356.8933	8.472e1
356.9376	6.033e1
357.0439	2.384e1
357.1059	1.003e2
357.2033	1.073e1
357.8947	2.136e1
357.9656	6.869e1
358.0720	4.831e1
359.0128	8.947e1
359.0928	1.146e2
359.9104	8.079e1
360.0082	9.441e1
360.1150	1.786e1
360.9427	1.169e2
360.9872	7.626e1
361.0674	4.114e1
361.1475	1.283e2
361.8516	1.536e1
361.9408	5.936e1
361.9854	7.113e1
362.1191	4.073e2
362.9759	2.700e2
363.0652	1.568e2
363.1814	5.090e1
363.9411	5.911e1
363.9947	4.111e1
364.0394	1.244e1
364.0841	1.104e1
364.1378	8.553e0
364.8806	5.050e2
365.0597	4.721e1
365.1313	1.148e2
365.9558	1.784e2
366.1172	3.651e1
366.9608	3.739e2
367.0686	2.688e1
367.1494	1.111e1
367.8862	4.018e1
367.9402	1.142e2
367.9942	6.080e1
368.1470	1.527e1
368.8399	2.891e1
368.9209	1.003e2
368.9929	6.915e1
369.0560	1.270e1
369.1280	1.363e1
369.8578	1.330e2
369.9930	6.111e1
370.0832	5.442e1
370.8862	2.313e1
371.0035	1.194e2
371.0939	5.251e1
371.7172	6.964e0
371.7804	1.659e1
371.9612	1.702e2
372.0154	6.314e1
372.0697	7.075e1
372.6848	1.426e1
372.7481	1.759e1
372.8477	2.320e2
372.9291	7.416e1
373.0649	2.606e3
373.3094	2.722e1
373.4090	4.129e1
373.5087	7.895e1
373.6265	3.366e1
373.6899	2.912e1
373.7351	2.258e1
373.8530	8.349e1
373.9617	2.263e2
374.0705	5.793e2
374.2156	4.104e1
374.3244	1.402e1
374.3698	5.610e1
374.5421	4.278e1
374.6237	1.902e1
374.7145	8.231e1
374.8052	6.230e1
374.8960	2.035e2
375.0140	1.257e2
375.0775	1.755e2
375.1774	1.143e2
375.2409	5.057e1
375.2863	7.053e1
375.3590	9.292e1
375.4771	9.094e1
375.5316	1.391e2
375.6587	6.010e1
375.7133	8.536e1
375.8314	7.297e1
376.0313	2.542e4
376.2586	3.354e1
376.3040	2.398e1
376.3768	4.881e1
376.4495	2.620e1
376.5132	2.385e1
376.5587	1.933e1
376.6133	2.409e1
376.7043	8.243e1
376.8225	2.655e1
377.0318	4.775e3
377.3413	1.808e1
377.4324	2.415e1
377.4961	4.096e1
377.6692	4.069e1
377.7330	4.631e1
377.8332	4.135e1
378.0246	3.257e3
378.2068	2.527e1
378.2798	5.426e0
378.3253	6.315e0
378.3801	1.841e1
378.4713	1.054e1
378.7449	2.127e1
378.8178	1.331e1
379.0368	9.343e2
379.8586	6.349e0
380.0322	3.716e2
380.7819	5.791e0
380.8734	4.728e1
380.9191	5.888e1
381.0197	1.371e2
381.8802	3.595e1
381.9261	1.327e2
382.9435	1.731e2
383.0444	5.305e1
383.1178	2.155e1
383.8155	9.572e1
383.8981	4.060e1
383.9624	7.340e1
384.0267	7.291e1
384.1461	8.262e0
384.8446	2.885e1
384.9366	2.748e2
385.1113	2.821e2
385.8476	3.631e1
385.9120	1.070e2
386.0041	4.451e1
386.0686	3.326e1
386.1423	1.773e1
386.8979	7.326e1
386.9810	1.365e2
387.1192	4.022e2
387.8482	3.261e1
387.9128	8.420e1
387.9682	1.048e2
388.0790	5.675e1
388.1621	2.549e1
388.9197	9.074e1
388.9752	6.448e1
389.0215	5.662e1
389.1231	4.151e1
389.8447	2.654e1
389.9465	1.275e2
390.0205	6.009e1
390.0761	3.410e1
390.8727	3.631e1
390.9376	6.134e1
391.0024	1.477e2
391.7814	1.199e1
391.8649	1.100e2
391.9762	8.253e1
392.0969	3.005e1
392.8491	6.550e1
392.8955	1.380e2
392.9792	6.955e1
393.1464	2.901e1
393.8624	3.338e1
393.9089	7.640e1
394.0019	5.007e1
394.9142	5.716e1
394.9608	6.065e1
395.0261	2.985e1
395.1378	1.482e0
395.9116	1.211e2
396.0236	2.083e1
396.9382	6.713e1
397.0222	3.517e1
397.0690	1.749e1
397.1437	1.367e1
397.9287	5.477e1
398.0035	1.020e2
398.8737	3.233e1
398.9486	5.054e1
399.0329	6.110e1
399.0797	1.392e1
399.8104	5.934e1
399.9042	5.697e1
399.9979	1.413e2
400.0635	9.281e1
400.9359	3.128e2
401.0485	1.101e2
401.8187	4.656e1
401.8844	6.539e1
402.0348	2.734e2
402.1100	2.295e1
402.8435	9.076e1
402.9470	2.689e2
403.1446	3.299e1
403.1917	3.514e1
403.8225	6.202e1
403.9167	6.531e1
404.0863	4.342e3
404.8782	7.499e1
404.9536	6.764e1
405.0951	7.582e2
405.2744	1.928e1
405.8219	1.841e1
405.8880	4.913e1
406.0486	6.304e2
406.1053	1.563e2
406.8235	1.780e1
406.9180	7.282e1
407.0220	3.241e2
407.8546	5.228e1
407.9114	4.155e1
407.9872	9.669e1
408.0534	8.073e1
408.9345	6.975e1
409.0293	1.014e2
409.1431	3.094e1
409.8450	8.865e0
409.9019	1.038e2
410.8800	2.647e1
410.9275	6.828e1
411.0510	5.935e0
411.8878	1.024e2
411.9639	2.076e1
412.0114	2.000e1
412.1447	1.731e1
412.9349	9.235e1
413.0206	2.965e1
413.0968	1.847e1
413.8593	2.787e1
413.9833	1.963e2
414.0882	7.636e0
414.1741	1.430e1
414.7753	9.780e0
414.8803	1.382e2
414.9376	9.015e1
415.0235	5.763e1
415.0713	2.159e1
415.1190	6.655e1
415.8834	4.429e1
416.0077	2.809e2
416.1511	1.573e1
416.8398	2.760e1
416.8973	8.479e1
416.9452	5.975e1
417.0409	5.527e1
417.0887	3.453e1
417.1749	1.913e1
417.2419	1.705e1
417.8741	5.722e1
418.0561	9.848e2
418.8040	9.968e0
418.8808	7.313e1
418.9479	6.114e1
419.0343	1.140e2
419.0919	1.211e2
419.1782	1.198e2
419.8023	3.240e1
419.8503	1.002e2
419.8983	1.135e2
420.0424	1.909e2
420.1193	3.657e1
420.2058	2.033e1
420.7633	5.547e0
420.8498	5.876e1
420.9652	1.216e2
421.0229	4.106e1
421.0710	3.603e1
421.1672	3.790e1
421.2441	1.039e1
421.8600	6.611e1
422.0238	6.207e2
422.9005	8.243e1
422.9776	1.830e2
423.1222	3.514e1
423.9229	6.379e1
424.0194	5.105e2
424.8982	3.259e1
424.9466	4.581e1
425.0045	2.083e2
425.8650	2.204e1
425.9327	3.882e1
426.0101	1.872e2
426.0972	3.400e1
426.8329	2.150e1
426.9007	6.469e1
426.9975	4.129e1
427.0653	2.145e1
427.8891	1.210e2
427.9376	7.019e1
428.0152	2.171e1
428.0831	6.306e-1
428.9175	1.036e2
428.9855	6.230e1
429.0923	1.890e1
429.1408	1.409e1
429.1991	3.565e1
429.8597	4.957e1
429.9472	9.091e1
430.1124	3.429e0
430.1708	2.793e0
430.8710	1.959e2
430.9294	5.431e1
430.9878	5.235e1
431.1046	7.282e1
431.8348	1.898e1
431.9128	3.443e1
431.9907	1.026e2
432.0492	9.927e1
432.1369	2.212e1
432.2440	1.103e0
432.8485	5.959e1
432.9167	8.122e1
432.9753	5.162e1
433.0630	2.692e2
433.1899	1.513e2
433.8730	5.050e1
434.0488	9.260e2
434.1953	4.342e1
434.8305	3.422e1
434.9771	1.486e2
435.0455	6.873e1
435.0944	1.340e2
435.8672	1.957e2
436.0237	1.963e2
436.1608	4.245e0
436.7974	2.975e1
436.9149	4.862e1
436.9639	4.094e1
437.0521	5.135e1
437.8168	3.440e1
438.0032	2.679e2
438.8473	8.187e1
438.8964	3.902e1
439.0633	7.707e2
439.2107	8.795e0
439.8003	2.518e1
440.0067	8.034e2
440.8233	1.468e1
440.8922	9.068e1
440.9709	2.325e2
441.9361	1.048e2
442.0247	2.012e2
442.9023	6.553e1
442.9516	8.587e1
443.0207	4.076e1
443.8499	3.230e1
443.9387	7.464e1
444.0079	1.182e2
444.0968	1.398e1
444.9467	2.356e2
445.0852	5.040e1
445.1742	4.204e1
445.8470	3.105e1
445.9558	8.847e1
446.0351	8.026e1
446.1340	5.146e1
446.7382	1.039e1
446.8174	3.350e1
447.0454	8.602e2
447.2437	6.295e0
447.8684	5.899e1
448.0569	4.410e3
448.8113	1.139e1
448.8907	9.067e1
449.0596	1.026e3
449.8845	1.821e2
450.0535	1.133e3
450.8394	3.505e1
450.9688	1.132e2
451.0584	1.160e2
451.1381	4.224e1
451.2078	2.146e1
451.9349	2.158e2
452.0745	3.469e1
452.1243	2.965e1
452.8622	2.983e1
452.9120	5.351e1
453.0118	6.423e1
453.1116	2.054e1
453.1714	5.376e0
453.8603	4.777e1
453.9302	7.247e1
454.7595	1.113e1
454.8195	8.636e1
454.8795	6.112e1
454.9894	6.225e0
455.0594	1.084e1
455.8397	9.490e1
455.9298	2.688e1
455.9899	4.678e1
456.2701	2.566e0
456.7810	2.113e1
456.8311	5.827e0
456.8912	5.695e1
457.1016	4.177e2
457.7533	8.168e0
457.8134	1.309e1
457.8736	3.238e1
457.9238	3.216e1
458.0442	4.120e1
458.1144	4.156e1
458.1846	9.376e0
458.8170	1.909e1
458.9073	4.892e1
458.9777	1.265e2
459.1082	5.271e1
459.9926	4.556e2
460.1836	3.653e0
460.9884	5.772e2
461.1393	1.623e1
461.2198	4.774e0
461.8543	4.978e1
461.9349	1.084e2
461.9954	1.512e2
462.0558	2.439e2
462.8321	3.562e1
462.8824	4.183e1
462.9530	9.288e1
463.0337	3.062e2
463.8310	2.260e1
464.0430	2.239e3
464.8208	2.866e1
464.8916	3.934e1
464.9926	1.351e2
465.0533	3.919e2
465.7814	7.884e1
465.8320	4.610e1
465.9332	5.510e1
466.0648	4.787e2
466.4291	7.443e-1
466.8443	4.396e1
466.8949	7.240e1
466.9962	5.907e1
467.0975	2.417e1
467.1786	1.247e1
467.2293	5.535e0
467.8172	6.100e1
467.8983	5.531e1
467.9895	4.017e1
468.1112	1.575e1
468.8215	2.256e1
468.8823	5.360e1
469.0042	4.059e1
469.8370	3.295e1
469.8979	8.332e1
469.9996	2.769e1
470.0605	1.698e1
470.8434	5.072e1
470.9045	3.639e1
470.9553	3.010e1
471.0062	2.576e1
